poeta	fabula	fpid	line_number_first	line_number_last	numlines	char_numlines	nomen	genus_personae	line_first	line_last	z_old_text	meter_before	meter_after	closure	comments_on_length	comments_other	meter	metertype
Plautus	Epidicus	TM001670	333	333	1	1	Stratippocles	adulama	STR. vae tibi, muricide homo! CH. qui tibi lubet mi male loqui?	STR. vae tibi, muricide homo! CH. qui tibi lubet mi male loqui?	STR. vae tibi, muricide homo! CH. qui tibi lubet mi male loqui?	ia7	ia8	quest end of speech	3 res	starts vae tibi; insult and response	tr7	tr
Plautus	Epidicus	TM001671	547	733	187	26	Stratippocles	adulama	PE. compellabo.  PH. orationis aciem contra conferam.	plaudite et valete. lumbos porgite atque exsurgite.	PE. compellabo.  PH. orationis aciem contra conferam....    Hic is homo est qui libertatem malitia invenit sua. plaudite et valete. lumbos porgite atque exsurgite.	ithith	end of play	end of play	starts 5 longs	starts compellabo; runs through all final scenes: Phil and Peri meet; Acropolistis revealed; Telestis brought on (Strat Danista, Chaer all on stage), Epid enters in despair, then recognizes her; Apo &Per bind and release Epid, Epilogue; Leo follows B in attributing the epilogue to POETA (I has Grex, om. AE)	tr7	tr
Plautus	Epidicus	TM001942	328	328	1	1	Stratippocles	adulama	quid illum facere vis, qui, tibi quoi divitiae domi maxumae sunt,	quid illum facere vis, qui, tibi quoi divitiae domi maxumae sunt,	STR. quid illum facere vis, qui, tibi quoi divitiae domi maxumae sunt,	ith	cr3	comma	many anapests in 1s half, dactyls in second	Str. mad at CH. for not giving him money	tr8	tr
Plautus	Epidicus	TM002212	325	325	1	1	Stratippocles	adulama	CH. nullam tibi esse in illo copiam.  STR. interii hercle ego.	CH. nullam tibi esse in illo copiam.  STR. interii hercle ego.	CH. nullam tibi esse in illo copiam.  STR. interii hercle ego.	ia8	tr7	per end of speech	proc. in tibi esse in	Questa suggests maybe this is ia8 with hiatus after copiam; rebuts Goetz’ and Ritschl’s proposal that this makes trochaic system with 324	ia6	ia
Plautus	Epidicus	TM001671	547	733	187	8	Telestis	pseudomer	PE. compellabo.  PH. orationis aciem contra conferam.	plaudite et valete. lumbos porgite atque exsurgite.	PE. compellabo.  PH. orationis aciem contra conferam....    Hic is homo est qui libertatem malitia invenit sua. plaudite et valete. lumbos porgite atque exsurgite.	ithith	end of play	end of play	starts 5 longs	starts compellabo; runs through all final scenes: Phil and Peri meet; Acropolistis revealed; Telestis brought on (Strat Danista, Chaer all on stage), Epid enters in despair, then recognizes her; Apo &Per bind and release Epid, Epilogue; Leo follows B in attributing the epilogue to POETA (I has Grex, om. AE)	tr7	tr
Plautus	Epidicus	TM000754	029	029	1	1	Thesprio	serv	EP. sed quid ais?  TH. quid rogas?	EP. sed quid ais?  TH. quid rogas?	EP. sed quid ais?  TH. quid rogas?	ia4	ia4	question mark; end of speech; self-contained	long and three shorts, cretic	switch to cretics for new question; cf. Curc. 112, Epid. 9	cr2	cr
Plautus	Epidicus	TM000755	052	052	1	1	Thesprio	serv	TH. quid igitur?  EP. quot minis?	TH. quid igitur?  EP. quot minis?	quid igitur?  EP. quot minis?	tr7	tr4cat	question mark; end of speech; self-contained	three shorts and long, cretic	switch to cretics for new question; cf. Curc. 112, Epid. 9, 29	cr2	cr
Plautus	Epidicus	TM000756	057	057	1	1	Thesprio	serv	TH. Epidice? EP. perdidit	TH. Epidice? EP. perdidit	TH. Epidice? EP. perdidit	tr7	ia4	enjambment after	5 shorts, cretic	 cf. . 9, 29 52, 65; one cretic per speaker	cr2	cr
Plautus	Epidicus	TM000757	065	065	1	1	Thesprio	serv	TH. deperit!  EP. degitur	TH. deperit!  EP. degitur	Th. deperit!  Ep. degitur	tr7	tr4cat	enjambment after	2 cretics	 cf. . 9, 29 52; one cretic per speaker; one word per foot, each verb beg. with de; Questa compares Amph. 223	cr2	cr
Plautus	Epidicus	TM000758	075	76	2	2	Thesprio	serv	quid istuc ad me attinet,	quo tu intereas modo?	TH. quid istuc ad me attinet,  quo tu intereas modo?	tr4cat	trsys12	 question mark, end of speech, self-contained	resolutions at quid istuc and intereas; extra longs elsewhere	 cf. . 9, 29 52, 57, 65, 67-67a; last in this series of cr2, like 67-67a, is 2 verses, and Thesprio has all to himself; less regular	cr2	cr
Plautus	Epidicus	TM000982	067	67a	2	2	Thesprio	serv	mitte nunciam.	nam ille me domum	mitte nunciam/ nam ille me domum	tr7	ia8	enj	cretic iamb cretic iamb	TH dismissal 67-67a	crcol	cr
Plautus	Epidicus	TM001074	009a	009a	1	1	Thesprio	serv	exemplum adesse intellego.	exemplum adesse intellego.	TH. exemplum adesse intellego.	cr2	extrametric then tr7	per end of thought	sp ia sp ia		ia4	ia
Plautus	Epidicus	TM001075	27	28a	4	4	Thesprio	serv	at unum a praetura tua,	TH. fasces virgarum.  EP. vae tibi!	at unum a praetura tua, Epidice, abest.  EP. quidnam?  TH. scies: lictores duo, duo ulmei TH. fasces virgarum.  EP. vae tibi!	ia8	cr2	excl end of thought before sed	mostly longs except res for Epidice and quid ais	 insult on praetor, through vae tibi! 27, 27a, 28, 28a	ia4	ia
Plautus	Epidicus	TM001077	057a	057a	1	1	Thesprio	serv	EP. me.  TH. quis? EP. ille qui arma perdidit.	EP. me.  TH. quis? EP. ille qui arma perdidit.	 EP. me.  TH. quis? EP. ille qui arma perdidit.	cr2	ia8	period end of speech	sp sp ia ia	Questa suspects short ille; therefore thinks quis long with change of speaker helping, e of ille gone	ia4	ia
Plautus	Epidicus	TM001293	7	8	2	2	Thesprio	serv	EP. venire salvom gaudeo. TH. quid ceterum?  EP. quod eo adsolet:	P. cena tibi dabitur.  TH. spondeo.  EP. quid? TH. me accepturum si dabis.	EP. venire salvom gaudeo. TH. quid ceterum?  EP. quod eo adsolet: EP. cena tibi dabitur.  TH. spondeo.  EP. quid? TH. me accepturum si dabis.	tr4cat	cr2	per end of speech	shorts for cena tibi dabitur; longs for me accepturum	greetings, promise of dinner	ia8	ia
Plautus	Epidicus	TM001294	018	22	5	3	Thesprio	serv	capreaginum hominum non placet mi nec pantherinum genus.	sed ubist is? TH. advenit simul.  EP. ubi is ergo est? nisi in vidulo	capreaginum hominum non placet mi nec pantherinum genus. TH. quid tibi vis dicam nisi quod est?  EP. ut illae res?  responde.  TH. probe. EP. quid erilis noster filius?  TH. valet pugilice atque athletice. EP. voluptabilem mi nuntium tuo adventu adportas, Thesprio. sed ubist is? TH. advenit simul.  EP. ubi is ergo est? nisi in vidulo	tr7	tr7	enj	several anapestic openings	more banter (is there really a difference between these ia8 and the surrounding tr7?)	ia8	ia
Plautus	Epidicus	TM001295	025	26	2	1	Thesprio	serv	TH. ius dicis.  EP. me decet.  TH. iam tu autem nobis praeturam geris?	EP. quem dices digniorem esse hominem hodie Athenis alterum?	TH. ius dicis.  EP. me decet.  TH. iam tu autem nobis praeturam geris? EP. quem dices digniorem esse hominem hodie Athenis alterum?	ia6	ia4	quest end of speech	largely spondaic except esse hominem hodie Athenis	beginning of praetor joke	ia8	ia
Plautus	Epidicus	TM001296	037	43	7	5	Thesprio	serv	id modo videndum est, ut materies suppetat scutariis	quia forma lepida et liberali captivam adulescentulam	id modo videndum est, ut materies suppetat scutariis,...   (TH) quia forma lepida et liberali captivam adulescentulam	tr7	tr7	enj	42 beg. (fearing father), 4 iambs	finish of arms business, "let’s move on to something else," Stratippocles fears father; enjambment after	ia8	ia
Plautus	Epidicus	TM001297	048	49	2	1	Thesprio	serv	quam amabat emeretur sibi; id ei impetratum reddidi.	utcumque in alto ventust, Epidice, exin velum vortitur.	quam amabat emeretur sibi; id ei impetratum reddidi. TH. utcumque in alto ventust, Epidice, exin velum vortitur.	ia6	tr7	per end of speech		more on fidicina, Th. consoles with maxim	ia8	ia
Plautus	Epidicus	TM001298	058	058	1	1	Thesprio	serv	TH. nam quid ita?  EP. quia cottidie ipse ad me ab legione epistulas	TH. nam quid ita?  EP. quia cottidie ipse ad me ab legione epistulas	TH. nam quid ita?  EP. quia cottidie ipse ad me ab legione epistulas	ia4	ia4	enj	shorts for quid ita? quia…		ia8	ia
Plautus	Epidicus	TM001299	062	63	2	2	Thesprio	serv	videor videre commeruisse hic me absente in te aliquid mali.	EP. potin ut molestus ne sies?  TH. abeo.  EP. asta, abire huic non sinam.	videor videre commeruisse hic me absente in te aliquid mali. EP. potin ut molestus ne sies?  TH. abeo.  EP. asta, abire huic non sinam.	tr7?	tr7	per end of speech	each line starts with anapest	banter; Ep. won’t let Th. go	ia8	ia
Plautus	Epidicus	TM001300	068	068	1	1	Thesprio	serv	vetuit venire, ad Chaeribulum iussit huc in proxumum.	vetuit venire, ad Chaeribulum iussit huc in proxumum.	vetuit venire, ad Chaeribulum iussit huc in proxumum.	crcol	trsys12	per end of thought	many longs	Th. on Strat.’s orders;	ia8	ia
Plautus	Epidicus	TM001537	3	6	4	3	Thesprio	serv	EP. respice vero, Thesprio, TH. oh,	TH. salve.  EP. di dent quae velis:	EP. respice vero, Thesprio, TH. oh, Epidicumne ego conspicor? EP. satis recte oculis uteris. TH. salve.  EP. di dent quae velis:	tr7	ia8	colon	3 da sp tr long 4 tr da tr lon (shorts for name) 5 an an tr long 6 sp sp tr long longs for greeting (6)	TH. turns around; anapestic feel to much of this	tr4cat	tr
Plautus	Epidicus	TM001539	031	31a	2	1	Thesprio	serv	serione dicis tu?	serio, inquam: hostes habent.	EP. serione dicis tu? TH.serio, inquam: hostes habent.	tr7	tr7	per end of speech	tr tr tr long tr sp tr long, elisions echo of serio at beginning of each line	break in tr7 for most important fact about armor; cf. 11-11a	tr4cat	tr
Plautus	Epidicus	TM001540	052a	052a	1	1	Thesprio	serv	tot: quadraginta minis.	tot: quadraginta minis.	tot: quadraginta minis.	cr2	tr7	per	tr tr tr long I’m not sure why Questa makes 3rd syllable of quadraginta short	 transition from cr to tr7?; tr4cat for important fact (amount of money) cf. 31-31a	tr4cat	tr
Plautus	Epidicus	TM001646	1	2	2	2	Thesprio	serv	EP. heus, adulescens.  TH. quis properantem me reprehendit pallio?	EP. familiaris.  TH. fateor, nam odio es nimium familiariter.	EP. heus, adulescens.  TH. quis properantem me reprehendit pallio? EP. familiaris.  TH. fateor, nam odio es nimium familiariter.	beg. of play	tr4cat	per end of speech	many shorts, esp. in 2	Ep. tries to catch TH.; note fast opening; we are really at very end of servus currens, but fellow in a hurry is trying to catch other one	tr7	tr
Plautus	Epidicus	TM001647	010	010	1	2	Thesprio	serv	EP. corpulentior videre atque habitior.  TH. huic gratia.	EP. corpulentior videre atque habitior.  TH. huic gratia.	EP. corpulentior videre atque habitior.  TH. huic gratia.	extrametric	tr4cat	per end of speech	mostly trochees, res for habitior	EP. says TH. is corpulentior	tr7	tr
Plautus	Epidicus	TM001648	012	17	6	4	Thesprio	serv	TH. minus iam furtificus sum quam antehac.  EP. quid ita? TH. rapio propalam.	EP. quid ais? perpetuen valuisti? TH. varie.  EP. qui varie valent,	TH. minus iam furtificus sum quam antehac.  EP. quid ita? TH. rapio propalam....   EP. quid ais? perpetuen valuisti? TH. varie.  EP. qui varie valent,	tr4cat	ia8	comma	longs for di immortales te infelicent ut tu es, then shorts for gradibus grandibus (13); shorts again for quid ais, etc. (17)	Th. on thieving, Ep. tries to slow down Th., how are you?	tr7	tr
Plautus	Epidicus	TM001649	023	023	1	1	Thesprio	serv	EP. aut si in melina attulisti.  TH. di te perdant!  EP. te volo...	EP. aut si in melina attulisti.  TH. di te perdant!  EP. te volo...	EP. aut si in melina attulisti.  TH. di te perdant!  EP. te volo...	ia8	ia6	three dots last before ia6	mostly longs	includes insult (di te perdant); enjambment after (although te volo also closes off as response to di te perdant)	tr7	tr
Plautus	Epidicus	TM001650	030	030	1	1	Thesprio	serv	TH. pol illa ad hostis transfugerunt. EP. armane?  TH. atque equidem cito.	TH. pol illa ad hostis transfugerunt. EP. armane?  TH. atque equidem cito.	TH. pol illa ad hostis transfugerunt. EP. armane?  TH. atque equidem cito.	ia4	tr4cat	per end of speech	tri starts, then longs until near end; shorts for atque equidem cito	weapons went to enemy	tr7	tr
Plautus	Epidicus	TM001651	032	36	5	4	Thesprio	serv	EP. edepol facinus improbum! TH. at iam ante alii fecerunt idem.	sine perdat: alia apportabunt ei Nerei filiae.	EP. edepol facinus improbum! TH. at iam ante alii fecerunt idem. erit illi illa res honori.  EP. qui? TH. quia ante aliis fuit. Mulciber, credo, arma fecit quae habuit Stratippocles: travolaverunt ad hostis.  EP. tum ille prognatus Theti sine perdat: alia apportabunt ei Nerei filiae.	tr4cat	ia8	per end of thought	36 an da then all longs until end		tr7	tr
Plautus	Epidicus	TM001652	044	45	2	2	Thesprio	serv	TH. de praeda mercatust.  EP. quid ego ex te audio?  TH. hoc quod fabulor.	EP. cur eam emit?  TH. animi causa. EP. quot illic homo animos habet?	TH. de praeda mercatust.  EP. quid ego ex te audio?  TH. hoc quod fabulor. EP. cur eam emit?  TH. animi causa. EP. quot illic homo animos habet?	ia8	ia6	quest end of thought before nam last before ia6	revelation about girl finishes with spondees de praeda mercatust (44); shorts for quid ego ex te audio? (44), still more shorts for “quot illic homo animos habet? (44)	tr7 for revelation and EP’s first reaction	tr7	tr
Plautus	Epidicus	TM001653	050	51	2	2	Thesprio	serv	EP. vae misero mihi, male perdidit me.  TH. quidnam istuc?  quid est?	EP. quid, istanc quam emit, quanti eam emit?  TH. vilei.  EP. haud istuc te rogo.	EP. vae misero mihi, male perdidit me.  TH. quidnam istuc?  quid est? EP. quid, istanc quam emit, quanti eam emit?  TH. vilei.  EP. haud istuc te rogo.	ia8	cr2	per end of speech before quid igitur?	51 play with emit	starts vae misero mihi, then questions about money	tr7	tr
Plautus	Epidicus	TM001654	053	56	4	4	Thesprio	serv	id adeo argentum ab danista apud Thebas sumspit faenore	EP. di inmortales, ut ego interii basilice! TH. quid iam? aut quid est,	id adeo argentum ab danista apud Thebas sumspit faenore in dies minasque argenti singulas nummis.  EP. papae! TH. et is danista advenit una cum eo, qui argentum petit. EP. di inmortales, ut ego interii basilice! TH. quid iam? aut quid est,	tr4cat	cr2	comma	55: anapests and tribrach for ut ego interii basilice	news on Strat. borrowing money	tr7	tr
Plautus	Epidicus	TM001655	061	061	1	1	Thesprio	serv	nescio edepol quid tu timidus es †trepidas, Epidice, ita vultum tuum†	nescio edepol quid tu timidus es †trepidas, Epidice, ita vultum tuum†	TH. nescio edepol quid tu timidus es †trepidas, Epidice, ita vultum tuum†	ia4	ia8	enj	shorts for edepol and timidus, Epidice and trepidas	tr7? for quest about EPI’s fear, related to event described in tr7 above	tr7?	tr
Plautus	Epidicus	TM001656	064	064	1	1	Thesprio	serv	TH. quid nunc me retines? EP. amatne istam quam emit de praeda?  TH. rogas?	TH. quid nunc me retines? EP. amatne istam quam emit de praeda?  TH. rogas?	TH. quid nunc me retines? EP. amatne istam quam emit de praeda?  TH. rogas?	ia8	cr2	quest	shorts for retines  and amat, then many longs as Ep. questions		tr7	tr
Plautus	Epidicus	TM001657	066	066	1	1	Thesprio	serv	TH. plusque amat quam te umquam amavit.  EP. Iuppiter te perduit.	TH. plusque amat quam te umquam amavit.  EP. Iuppiter te perduit.	TH. plusque amat quam te umquam amavit.  EP. Iuppiter te perduit.	tr4cat	crcol	per end of speech last before mitte nunciam self-contained	regular pattern of trochee, spondee, trochee	insults	tr7	tr
Plautus	Epidicus	TM001658	072	072	1	1	Thesprio	serv	EP. eu edepol res turbulentas!  TH. mitte me ut eam nunciam.	EP. eu edepol res turbulentas!  TH. mitte me ut eam nunciam.	EP. eu edepol res turbulentas!  TH. mitte me ut eam nunciam.	trsys12	tr4cat	per end of speech self-contained	hiatus at eu edepol; diaeresis before mitte me	Ep. exclaims, Th. wants to go	tr7	tr
Plautus	Epidicus	TM001659	080	84	5	1	Thesprio	serv	numquam hominem quemquam conveni unde abierim lubentius.	non potes subsistere, itaque in te irruunt montes mali.	TH. numquam hominem quemquam conveni unde abierim lubentius. EP. illic hinc abiit, solus nunc es.  quo in loco haec res sit vides, Epidice: nisi quid tibi in tete auxili est, absumptus es. tantae in te inpendent ruinae: nisi suffulcis firmiter, non potes subsistere, itaque in te irruunt montes mali.	trsys12	cr1	per end of thought last before neque	shorts for Epidice: nisi (82); no diaeresis in 82 (in tete auxili)	Thesprio off, Ep. begins self-address;	tr7	tr
Plautus	Epidicus	TM002063	69	71a	6	6	Thesprio	serv	ibi manere iussit, eo ven-	pro illa, dinumeraverit.	ibi manere iussit, eo ven-...     pro illa, dinumeraverit.	ia8	tr7	period end of speech	echoiing tribrachs in ibi manere (69) and quia patrem (70) (5 tr4 + 1 tr4cat)	Th. on Strat.’s orders each verse has corresponding “a” verse	trsys12	tr
Plautus	Epidicus	TM002064	77	79a	6	3	Thesprio	serv	quia perire solus nolo,	siquidem festinas magis.	EP. quia perire solus nolo,...        siquidem festinas magis.	cr2	tr7	period end of speech	lots of shorts as Ep. threatens to take TH. down with him, longs in Thesprio’s response	echo of 69ff? each verse has corresponding “a” verse 5 tr4 + 1 tr4cat	trsys12	tr
Terentius	Eunuch	TM001243	539	548	10	10	Antipho_Of_Eunuchus	adul	heri aliquot adulescentuli coiimus in Piraeo	nisi, quidquid est, procul hinc lubet priu’ quid sit sciscitari.	heri aliquot adulescentuli coiimus in Piraeo in hunc diem, ut de symbolis essemu’. Chaeream ei rei...   nisi, quidquid est, procul hinc lubet priu’ quid sit sciscitari.	ia6	tr7	whole scene (monologue)	resolutions: 539 3, 540 0, 541 1, 542 2, 543 1, 544 0, 545 1, 546 3 (sees Chaerea), 547 3, 548 4; 548: anapests in 1, 3, 5: faster with recognition of Chaerea	Antipho’s monologue; music for Antipho to start new movement, but tr7 saved for Chaerea; ia7 here for Antipho looking, earlier (321-323) for questions about girl	ia7	ia
Terentius	Eunuch	TM001245	557	557	1	1	Antipho_Of_Eunuchus	adul	adibo atque ab eo gratiam hanc, quam video velle, inibo.	adibo atque ab eo gratiam hanc, quam video velle, inibo.	adibo atque ab eo gratiam hanc, quam video velle, inibo.	ia8	tr8	per end of thought last before address to other character	2 res	back to Antipho’s original meter	ia7	ia
Terentius	Eunuch	TM001247	592	614	23	8	Antipho_Of_Eunuchus	adul	dum haec mecum reputo, accersitur lavatum interea virgo:	CH. potiri, consilium volo capere una tecum.  AN. fiat.	dum haec mecum reputo, accersitur lavatum interea virgo:...    CH. potiri, consilium volo capere una tecum.  AN. fiat.	ia8	tr8	per end of scene	there are resolutions throughout here, but there does not seem to be an unusual number of them; none in 605 (tam brevem, etc.)	description of actual rape; ia7 for girl; continues through Ch. and An’s departure ia7 for joy at success of lover: cf. HT 679-707 Eunuch 692-614 Adelphoe 707-711	ia7	ia
Terentius	Eunuch	TM001402	562	591	30	8	Antipho_Of_Eunuchus	adul	AN. narra istuc quaeso quid sit. CH. immo ego te obsecro hercle ut audias.	ego homuncio hoc non facerem? ego illud vero ita feci—ac lubens.	AN. narra istuc quaeso quid sit. CH. immo ego te obsecro hercle ut audias....  ego homuncio hoc non facerem? ego illud vero ita feci—ac lubens.	ia7	ia7	per end of thought	starts almost all longs (cf. longs in 553-556 as Cha imagines what is now happening; 565 shorts for quid ego eiu’ tibi nunc faciem; 566 no res, just 2 shorts; 571-572 : many res as he reveals what he did:  ibi servo’ quod ego arripui.  AN. quid id est?  CH. tacitu’ citius audies: ut vestem cum illo mutem et pro illo iubeam me illoc ducier.; many res throughout his account: note esp. 589 per inpluvium; 591 (shorts, then longs at end for ita feci (hiatus)—ac lubens)	report of what happened inside; Antipho starts with narra istuc quaeso quid sit. CH. immo ego te obsecro hercle ut audias; continues through Ch. pondering picture of Zeus and Danae; ends with ego homuncio hoc non facerem? ego illud vero ita feci—ac lubens; important narrative in ia8	ia8	ia
Terentius	Eunuch	TM002006	558	559	2	2	Antipho_Of_Eunuchus	adul	Chaerea, quid est quod sic gestis? quid sibi hic vestitu’ quaerit?	quid est quod laetus es? quid tibi vis? satine sanu’s? quid me aspectas?	Chaerea, quid est quod sic gestis? quid sibi hic vestitu’ quaerit? quid est quod laetus es? quid tibi vis? satine sanu’s? quid me aspectas?	ia7	incertum	quest	repeated quid sometimes on ictus, sometimes not; many res (contrast Chaerea); res:  558 2  —u/—uu/——/——//—u/——/—u/——  559 3 uu—/—u/——/uu—//uuu/——/——/——	Antipho questions Chaerea; tr8 here (why happy?) echoes tr8 at 304 (why sad?);	tr8	tr
Terentius	Eunuch	TM002007	560	560	1	1	Antipho_Of_Eunuchus	adul	AN. quid taces? CH. o festu’s dies hominis! amice, salve:	AN. quid taces? CH. o festu’s dies hominis! amice, salve:	AN. quid taces? CH. o festu’s dies hominis! amice, salve:	tr8	ia7	colon		Lindsay won’t commit; reference to silence presumably brings meter change; can’t be ia6 with long penultimate syllable; Lindsay proposes maybe tr8 in app. crit.  if so, no meter change with taces;  Maurach proposes this is part of a system; Barsby scans as tr7, with ia shortening on taces; reads  quid taces o festus dies amice salve. hominum omnium nemost quem ego nunciam magis cuperem videre quam te. (this is a conjecture of Dziatzko)	incertum	incertum
Terentius	Eunuch	TM001852	1050	1094	45	1	CantorEun	CANTOR	PH. Parmeno modo quae narravit.  sed ubist frater?  CH. praesto adest.	PH. nil praeter promissum est. ite hac.  CAN. vos valete et plaudite.	PH. Parmeno modo quae narravit. sed ubist frater?  CH. praesto adest....    PH. nil praeter promissum est. ite hac.  CAN. vos valete et plaudite.	ia8	end of play	end of play	res 1050 2, 1051 1, 1052 3, 1053 4 (Thr’s despair), 1054 1 (request for help); 1055 4 (plea); 1056 2, 1057 0 (promise), 1058 4 (request); 1059 1 (request); 1060 1 (promise; res is in PH’s noticing them); 1061 0 (greetings); 1062 2 (why here?), 1063-1064: 1 res in 2 lines as PH threatens; 1065: 3 res, quoting Thr and periisti; 1066 0 (almost all longs, response to threat); 1080: repeated anapests for neque istum metuas ne amet mulier: facile pellas ubi velis; 1090 0 res for explanation	final tr7 starts mid-sentence: Parmeno modo quae narravit.; Chremes praises Thais; Gnatho’s proposal accepted; we are back to tr7 that Thr and Gn started at 1025, which was interrupted by Ch’s ia8; everything has been solved here: soldier game is lagniappe	tr7	tr
Terentius	Eunuch	TM001852	1050	1094	45	1	CantorEun	Caterva?	PH. Parmeno modo quae narravit.  sed ubist frater?  CH. praesto adest.	PH. nil praeter promissum est. ite hac.  CAN. vos valete et plaudite.	PH. Parmeno modo quae narravit. sed ubist frater?  CH. praesto adest....    PH. nil praeter promissum est. ite hac.  CAN. vos valete et plaudite.	ia8	end of play	end of play	res 1050 2, 1051 1, 1052 3, 1053 4 (Thr’s despair), 1054 1 (request for help); 1055 4 (plea); 1056 2, 1057 0 (promise), 1058 4 (request); 1059 1 (request); 1060 1 (promise; res is in PH’s noticing them); 1061 0 (greetings); 1062 2 (why here?), 1063-1064: 1 res in 2 lines as PH threatens; 1065: 3 res, quoting Thr and periisti; 1066 0 (almost all longs, response to threat); 1080: repeated anapests for neque istum metuas ne amet mulier: facile pellas ubi velis; 1090 0 res for explanation	final tr7 starts mid-sentence: Parmeno modo quae narravit.; Chremes praises Thais; Gnatho’s proposal accepted; we are back to tr7 that Thr and Gn started at 1025, which was interrupted by Ch’s ia8; everything has been solved here: soldier game is lagniappe	tr7	tr
Terentius	Eunuch	TM001242	321	322	2	2	Chaerea	adulama	PA. quid? virgo quoiast?  CH. nescio hercle.  PA. undest? tantundem.     PA. ubi habitat?	CH. ne id quidem.  PA. ubi vidisti?  CH. in via.  PA. qua ratione eam amisti?	PA. quid? virgo quoiast?  CH. nescio hercle.  PA. undest? tantundem.     PA. ubi habitat? CH. ne id quidem.  PA. ubi vidisti?  CH. in via.  PA. qua ratione eam amisti?	ia6 after ia8	ia6	quest end of speech last before ia6	321 mostly longs until near end;  322 shorts and hiatuses	ia7 for questions about girl and her whereabouts; again Parmeno continues interruption of ia8	ia7	ia
Terentius	Eunuch	TM001244	551	552	2	2	Chaerea	adulama	nunc est profecto interfici quom perpeti me possum,	ne hoc gaudium contaminet vita aegritudine aliqua.	nunc est profecto interfici quom perpeti me possum, ne hoc gaudium contaminet vita aegritudine aliqua.	tr7	ia8	per end of thought last before sed	mostly longs; no res. until aliqua at end; slows down for digression on death	after tr7 exclamation, picks up Antipho’s ia7 for explanation	ia7	ia
Terentius	Eunuch	TM001246	561	561	1	1	Chaerea	adulama	nemost hominum quem ego nunc magis cuperem videre quam te.	nemost hominum quem ego nunc magis cuperem videre quam te.	nemost hominum quem ego nunc magis cuperem videre quam te.	incertum	ia8	per end of speech	3 res.	ia7 for Antipho again (though when he speaks this time he will use ia8) there is a textual problem here (for Dziatko’s solution, see comments on 560)	ia7	ia
Terentius	Eunuch	TM001247	592	614	23	19	Chaerea	adulama	dum haec mecum reputo, accersitur lavatum interea virgo:	CH. potiri, consilium volo capere una tecum.  AN. fiat.	dum haec mecum reputo, accersitur lavatum interea virgo:...    CH. potiri, consilium volo capere una tecum.  AN. fiat.	ia8	tr8	per end of scene	there are resolutions throughout here, but there does not seem to be an unusual number of them; none in 605 (tam brevem, etc.)	description of actual rape; ia7 for girl; continues through Ch. and An’s departure ia7 for joy at success of lover: cf. HT 679-707 Eunuch 692-614 Adelphoe 707-711	ia7	ia
Terentius	Eunuch	TM001396	293	297	5	5	Chaerea	adulama	neque virgost usquam neque ego, qui illam e conspectu amisi meo.	CH. taedet cotidianarum harum formarum.  PA. ecce autem alterum!	neque virgost usquam neque ego, qui illam e conspectu amisi meo....   CH. taedet cotidianarum harum formarum.  PA. ecce autem alterum!	extrametric after ia7	tr7	excl	almost all longs in 297: hiatus after formarum?; odd arum harum formarum; Chaerea repeats neque (293), ubi (294), ubi (295)	Chaerea laments that he cannot find girl and praises her beauty; ends with PA. ecce autem alterum!; polymetric for 2 young lovers (207ff. PH, here CH); trochees (mostly) for Phaedria, iambs (mostly) for Chaerea	ia8	ia
Terentius	Eunuch	TM001397	302	303	2	2	Chaerea	adulama	ut illum di deaeque senium perdant qui me hodie remoratus est;	meque adeo qui ei restiterim; tum autem qui illum flocci fecerim.	ut illum di deaeque senium perdant qui me hodie remoratus est; meque adeo qui ei restiterim; tum autem qui illum flocci fecerim;	ia4	tr8	per last before sed self-contained	many res	curse; CH continues his ia8 after tr7, ia4 and ia6 interruption aside by PA	ia8	ia
Terentius	Eunuch	TM001398	306	319	14	14	Chaerea	adulama	neque unde eam neque quorsum eam: ita prorsu’ sum oblitus mei.	PA. flos ipse.  CH. ipsam hanc tu mihi vel vi vel clam vel precario	neque unde eam neque quorsum eam: ita prorsu’ sum oblitus mei....   PA. flos ipse.  CH. ipsam hanc tu mihi vel vi vel clam vel precario	tr4	ia6	enj last before ia6	306 Chaerea repeats neque in 1st and 3rd feet, eam in 2nd and 4th, hiatus at diaeresis; 307 hiatus at diaeresis, no res; 308 3 res; 309 many shorts, hard to scan; 310 res for patri’; 311 shorts for PA, longs for CH; 312 , 313, res only in 1st foot; 314, 315 2 res; 316 no res, just 2 shorts; 317, 318 2 res;	Chaerea says he is in love, asks PA’ s help, and disparages other girls; praises his; starts demand that he get her; enjambment after; only interjections by PAR; Chaerea back to ia8 after second brief interruption caused by PA	ia8	ia
